,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
3677,Dealer,0,0,2,1104.057411,1,1,"Kandivali (East),Mumbai",19.1955,72.8728,200.0
3678,Dealer,1,1,2,616.815335,0,1,"Kandivali (West),Lalitpur",19.1983,72.8409,130.0
3679,Dealer,1,1,1,374.9499399,0,0,"Kandivali (West),Lalitpur",19.1983,72.8409,74.9
3680,Dealer,1,1,2,725.8298655,0,1,"Kandivali (West),Lalitpur",19.1983,72.8409,150.0
3681,Dealer,0,0,2,648.0093961,1,1,"Kandivali (West),Lalitpur",19.1983,72.8409,160.0
3682,Dealer,0,0,2,650.026001,1,1,"Kandivali (West),Lalitpur",19.1983,72.8409,150.0
3683,Dealer,0,0,2,845.18246,1,1,"Kandivali (West),Lalitpur",19.1983,72.8409,170.0
3684,Dealer,0,0,2,826.2856032000002,1,1,"Kandivali (West),Lalitpur",19.1983,72.8409,170.0
3685,Dealer,1,1,1,40606.19568,0,0,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,9110.0
3686,Dealer,1,1,2,1212.95222,0,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,230.0
3687,Dealer,1,1,3,1573.917931,0,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,280.0
3688,Dealer,0,0,3,1367.989056,1,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,210.0
3689,Dealer,1,1,1,651.4657980000002,0,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,100.0
3690,Dealer,1,1,2,1016.191315,0,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,150.0
3691,Dealer,1,1,2,971.2065814,0,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,170.0
3692,Dealer,0,0,2,1246.882793,1,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,200.0
3693,Dealer,0,1,3,1145.076172,1,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,230.0
3694,Dealer,1,1,2,1230.996492,0,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,200.0
3695,Dealer,1,1,1,490.6990231,0,0,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,110.0
3696,Dealer,1,1,2,943.7919463,0,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,180.0
3697,Dealer,0,0,2,1296.574314,1,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,190.0
3698,Dealer,1,1,1,490.6990231,0,0,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,110.0
3699,Dealer,0,1,3,1501.5015019999996,1,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,220.0
3700,Dealer,1,1,2,641.4662085,0,0,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,140.0
3701,Dealer,0,1,2,1050.006563,1,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,160.0
3702,Dealer,1,1,2,929.5531505,0,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,140.0
3703,Dealer,0,0,2,1070.281841,1,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,180.0
3704,Dealer,0,0,3,1756.146513,1,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,280.0
3705,Dealer,1,1,2,600.0436394999998,0,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,110.0
3706,Dealer,1,1,1,490.6990231,0,0,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,110.0
3707,Dealer,1,1,2,929.5531505,0,1,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,140.0
3708,Dealer,0,0,3,1233.045623,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,210.0
3709,Dealer,1,1,2,929.5531505,0,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,140.0
3710,Dealer,0,0,2,1002.793496,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,140.0
3711,Dealer,0,1,1,712.9616427,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,100.0
3712,Dealer,0,1,2,1213.0197449999996,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,180.0
3713,Dealer,0,0,2,1074.782215,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,190.0
3714,Dealer,1,1,2,600.0436394999998,0,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,110.0
3715,Dealer,1,1,2,1165.076822,0,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,160.0
3716,Dealer,0,1,1,480.0076801,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,100.0
3717,Dealer,1,1,1,715.2223149,0,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,120.0
3718,Dealer,1,1,2,882.1334057,0,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,130.0
3719,Dealer,1,1,2,1167.0313640000004,0,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,160.0
3720,Dealer,1,1,3,1582.078218,0,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,250.0
3721,Dealer,0,0,3,1756.146513,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,280.0
3722,Dealer,1,1,2,996.0820772,0,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,150.0
3723,Dealer,0,0,3,1247.549456,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,210.0
3724,Dealer,0,0,3,1447.789105,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,240.0
3725,Dealer,0,1,2,1050.006563,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,160.0
3726,Dealer,0,0,3,1501.952538,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,250.0
3727,Dealer,0,0,2,1148.869271,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,190.0
3728,Dealer,1,1,2,1212.95222,0,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,230.0
3729,Dealer,1,1,2,930.4798618,0,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,140.0
3730,Dealer,0,0,2,1262.980634,1,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,180.0
3731,Dealer,1,1,2,862.5026953,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,120.0
3732,Dealer,1,1,2,929.5531505,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,140.0
3733,Dealer,0,1,2,1102.607342,1,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,170.0
3734,Dealer,0,0,2,1246.882793,1,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,200.0
3735,Dealer,1,1,2,826.3974972,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,140.0
3736,Dealer,1,1,3,1978.518937,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,280.0
3737,Dealer,1,1,2,1060.023851,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,160.0
3738,Dealer,0,0,3,1756.146513,1,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,280.0
3739,Dealer,1,1,2,991.7121201,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,140.0
3740,Dealer,1,1,3,1345.730365,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,220.0
3741,Dealer,0,0,1,574.9880211,1,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,84.0
3742,Dealer,0,0,2,1150.054765,1,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,210.0
3743,Dealer,0,0,3,1756.036375,1,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,280.0
3744,Dealer,1,1,1,736.6235853,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,110.0
3745,Dealer,1,1,4,3024.955886,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,600.0
3746,Dealer,1,1,2,1016.191315,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,150.0
3747,Dealer,1,1,2,690.4170119,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,150.0
3748,Dealer,0,1,3,1183.548673,1,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,240.0
3749,Dealer,1,1,2,1102.535832,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,170.0
3750,Dealer,1,1,2,1016.191315,0,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,150.0
3751,Dealer,0,0,3,1425.313569,1,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,250.0
3752,Dealer,1,1,2,640.556369,0,0,"Kanjur Marg (East),Mumbai",19.221571,73.042474,140.0
3753,Dealer,0,1,2,1057.674361,1,1,"Kanjur Marg (East),Mumbai",19.221571,73.042474,170.0
3754,Dealer,1,1,3,1100.513573,0,1,"Kanjur marg (west),Maharashtra",18.96,72.82,270.0
3755,Dealer,1,1,1,469.4835681,0,0,"Kanjur marg (west),Maharashtra",18.96,72.82,100.0
3756,Dealer,1,1,1,428.3572499,0,0,"Kanjur marg (west),Maharashtra",18.96,72.82,100.0
3757,Dealer,1,1,1,471.0113899,0,0,"Kanjur marg (west),Maharashtra",18.96,72.82,110.0
3758,Dealer,0,0,3,1311.769991,1,1,"Kannamangala,Bangalore",13.025845,77.770331,73.0
3759,Owner,0,0,2,957.0210545,1,1,"Kannamangala,Bangalore",13.025845,77.770331,55.0
3760,Dealer,0,1,3,1814.058957,1,1,"Kannamangala,Bangalore",13.025845,77.770331,120.0
3761,Owner,0,1,3,1814.058957,1,1,"Kannamangala,Bangalore",13.025845,77.770331,120.0
3762,Owner,0,0,2,1000.0,1,1,"Kannamangala,Bangalore",13.025845,77.770331,55.0
3763,Dealer,0,0,2,957.0957096,1,1,"Kannamangala,Bangalore",13.025845,77.770331,58.0
3764,Owner,0,0,3,1204.149685,1,1,"Kannamangala,Bangalore",13.025845,77.770331,65.0
3765,Owner,0,0,2,640.2048656000002,1,1,"Karamsad,Anand",22.55,72.9,15.0
3766,Owner,0,1,2,1260.300533,1,1,"Karamsad,Anand",22.55,72.9,26.0
3767,Owner,0,0,2,1250.0,1,1,"Karamsad,Anand",22.55,72.9,30.0
3768,Dealer,0,0,2,1199.616123,1,1,"Karamsad,Anand",22.55,72.9,25.0
3769,Owner,0,0,2,1250.0,1,1,"Karamsad,Anand",22.55,72.9,26.0
3770,Owner,0,0,2,1300.578035,1,1,"Karamsad,Anand",22.55,72.9,27.0
3771,Owner,0,0,3,1700.5196030000004,1,1,"Karamsad,Anand",22.55,72.9,36.0
3772,Owner,0,0,3,1647.673314,1,1,"Karamsad,Anand",22.55,72.9,34.7
3773,Dealer,0,0,4,2541.699762,1,0,"Karapakkam,Chennai",12.925027,80.235348,160.0
3774,Dealer,0,0,3,1307.189542,1,1,"Karapakkam,Chennai",12.925027,80.235348,86.0
3775,Dealer,0,0,3,1358.080579,1,1,"Karapakkam,Chennai",12.925027,80.235348,90.0
3776,Dealer,0,0,1,549.0637759,1,1,"Karapakkam,Chennai",12.925027,80.235348,39.0
3777,Dealer,0,0,3,1515.610791,1,1,"Karapakkam,Chennai",12.925027,80.235348,100.0
3778,Dealer,0,0,1,548.7906588999998,1,1,"Karapakkam,Chennai",12.925027,80.235348,32.9
3779,Owner,0,0,4,2194.586686,1,1,"Karapakkam,Chennai",12.925027,80.235348,150.0
3780,Dealer,0,0,2,1027.050485,1,1,"Karapakkam,Chennai",12.925027,80.235348,71.0
3781,Dealer,0,0,2,1117.775354,1,1,"Karapakkam,Chennai",12.925027,80.235348,61.5
3782,Dealer,0,0,3,1296.023564,1,1,"Karapakkam,Chennai",12.925027,80.235348,88.0
3783,Dealer,0,0,1,548.0905232999999,1,1,"Karapakkam,Chennai",12.925027,80.235348,31.0
3784,Dealer,0,0,3,1450.0,1,1,"Karapakkam,Chennai",12.925027,80.235348,87.0
3785,Dealer,0,0,1,539.0442889999998,1,1,"Karapakkam,Chennai",12.925027,80.235348,37.0
3786,Owner,0,0,2,790.0334245,1,1,"Kareli Bagh,Vadodara",22.316415,73.202906,26.0
3787,Owner,0,0,2,1064.073227,1,1,"Kareli Bagh,Vadodara",22.316415,73.202906,46.5
3788,Owner,0,1,3,1299.885975,1,1,"Kareli Bagh,Vadodara",22.316415,73.202906,57.0
3789,Owner,0,0,3,1650.051564,1,1,"Kareli Bagh,Vadodara",22.316415,73.202906,48.0
3790,Dealer,0,1,4,1840.168244,1,1,"Kareli Bagh,Vadodara",22.316415,73.202906,70.0
3791,Owner,0,0,2,799.7630332,1,1,"Kareli Bagh,Vadodara",22.316415,73.202906,27.0
3792,Owner,0,0,2,800.0,1,1,"Kareli Bagh,Vadodara",22.316415,73.202906,26.0
3793,Owner,0,0,1,650.0541712,1,1,"Kareli Bagh,Vadodara",22.316415,73.202906,18.0
3794,Dealer,0,0,2,900.0715966,1,1,"Kasar vadavali,Lalitpur",24.6902,78.416,88.0
3795,Dealer,0,0,2,830.0,1,1,"Kasar vadavali,Lalitpur",24.6902,78.416,83.0
3796,Dealer,0,0,2,750.0,1,1,"Kasar vadavali,Lalitpur",24.6902,78.416,75.0
3797,Dealer,0,0,2,730.0042319,1,1,"Kasar vadavali,Lalitpur",24.6902,78.416,69.0
3798,Dealer,1,1,1,488.2246377,0,0,"Kasar vadavali,Lalitpur",24.6902,78.416,53.9
3799,Dealer,1,1,1,430.23686160000005,0,0,"Kasar vadavali,Lalitpur",24.6902,78.416,46.5
3800,Dealer,1,1,2,845.0704225,0,1,"Kasar vadavali,Lalitpur",24.6902,78.416,75.0
3801,Dealer,1,1,1,600.0481,0,1,"Kasar vadavali,Lalitpur",24.6902,78.416,49.9
3802,Dealer,0,1,2,1085.0744550000004,1,1,"Kasar vadavali,Lalitpur",24.6902,78.416,94.0
3803,Dealer,0,0,1,545.01413,1,1,"Kasar vadavali,Lalitpur",24.6902,78.416,54.0
3804,Dealer,0,1,1,600.0226424,1,1,"Kasar vadavali,Lalitpur",24.6902,78.416,53.0
3805,Dealer,0,0,2,1050.06364,1,1,"Kasar vadavali,Lalitpur",24.6902,78.416,99.0
3806,Dealer,0,1,2,950.0206526,1,1,"Kasar vadavali,Lalitpur",24.6902,78.416,92.0
3807,Dealer,0,0,2,880.0880087999999,1,1,"Kasar vadavali,Lalitpur",24.6902,78.416,80.0
3808,Dealer,0,1,1,475.0175932,1,1,"Kasar vadavali,Lalitpur",24.6902,78.416,54.0
3809,Dealer,1,0,1,445.0304928000001,0,1,"Kasar vadavali,Maharashtra",20.084522,72.900306,54.0
3810,Dealer,0,1,1,475.0175932,1,1,"Kasar vadavali,Maharashtra",20.084522,72.900306,54.0
3811,Dealer,0,1,1,424.9932182,1,0,"Kasar vadavali,Maharashtra",20.084522,72.900306,47.0
3812,Dealer,0,0,1,575.0025218999998,1,1,"Kasar vadavali,Maharashtra",20.084522,72.900306,57.0
3813,Dealer,0,0,1,545.0,1,1,"Kasar vadavali,Maharashtra",20.084522,72.900306,54.5
3814,Dealer,1,1,1,414.9715216,0,0,"Kasar vadavali,Maharashtra",20.084522,72.900306,51.0
3815,Dealer,1,1,1,445.8917836,0,0,"Kasar vadavali,Maharashtra",20.084522,72.900306,44.5
3816,Dealer,0,1,1,369.5667896,1,0,"Kasar vadavali,Maharashtra",20.084522,72.900306,51.1
3817,Dealer,1,1,1,369.5667896,0,0,"Kasar vadavali,Maharashtra",20.084522,72.900306,51.1
3818,Dealer,0,0,2,659.0038314,1,1,"Kasar vadavali,Mumbai",18.205923,72.99918199999998,86.0
3819,Dealer,0,0,1,600.0,1,1,"Kasar vadavali,Mumbai",18.205923,72.99918199999998,66.0
3820,Dealer,1,0,2,717.0172084,0,1,"Kasar vadavali,Mumbai",18.205923,72.99918199999998,90.0
3821,Dealer,1,1,1,488.2246377,0,0,"Kasar vadavali,Mumbai",18.205923,72.99918199999998,53.9
3822,Dealer,1,1,2,666.3004238,0,0,"Kasar vadavali,Mumbai",18.205923,72.99918199999998,84.9
3823,Dealer,1,1,2,59750.963,0,0,"Kasar vadavali,Mumbai",18.205923,72.99918199999998,6670.0
3824,Dealer,1,1,1,414.9715216,0,0,"Kasar vadavali,Mumbai",18.205923,72.99918199999998,51.0
3825,Dealer,1,0,1,445.0095359,0,1,"Kasar vadavali,Mumbai",18.205923,72.99918199999998,56.0
3826,Owner,0,0,3,1609.0693,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,88.0
3827,Owner,0,1,3,1630.139467,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,90.0
3828,Owner,1,0,2,1353.057911,0,1,"Kasavanhalli,Bangalore",12.9077,77.6755,75.0
3829,Dealer,0,0,4,3750.375038,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,250.0
3830,Dealer,0,0,2,1423.45757,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,67.6
3831,Owner,0,0,3,1370.16094,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,63.0
3832,Owner,0,0,3,1254.868023,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,87.0
3833,Owner,0,0,2,1156.169111,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,67.0
3834,Owner,0,0,2,1500.087214,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,86.0
3835,Dealer,0,1,3,1418.115279,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,93.0
3836,Dealer,0,0,3,3117.820807,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,190.0
3837,Dealer,0,1,3,1417.992752,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,90.0
3838,Dealer,0,0,3,1373.944711,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,83.0
3839,Dealer,0,0,2,1309.090909,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,90.0
3840,Owner,0,0,2,1157.024793,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,63.0
3841,Dealer,0,0,3,1519.756839,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,80.0
3842,Owner,0,0,2,1309.134186,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,88.0
3843,Owner,0,0,3,1717.259324,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,99.0
3844,Dealer,0,0,2,1493.295408,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,73.5
3845,Owner,0,0,3,1600.0,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,90.0
3846,Dealer,0,1,2,1121.14606,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,72.0
3847,Owner,0,0,3,1609.025338,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,87.0
3848,Dealer,0,0,2,1047.120419,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,50.0
3849,Dealer,0,0,3,1657.275439,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,100.0
3850,Dealer,0,0,2,1080.080235,1,1,"Kasba,Kolkata",22.519728,88.38573000000002,70.0
3851,Owner,0,0,2,840.1551056,1,1,"Kasba,Kolkata",22.519728,88.38573000000002,39.0
3852,Dealer,0,0,3,1220.149904,1,1,"Kasba,Kolkata",22.519728,88.38573000000002,70.0
3853,Dealer,1,0,2,988.9611372000003,0,1,"Kasba,Kolkata",22.519728,88.38573000000002,65.4
3854,Dealer,0,0,2,1005.116959,1,1,"Kasba,Kolkata",22.519728,88.38573000000002,55.0
3855,Dealer,0,0,3,1690.238013,1,1,"Kasba,Kolkata",22.519728,88.38573000000002,98.0
3856,Dealer,0,0,3,1304.206065,1,1,"Kasba,Kolkata",22.519728,88.38573000000002,80.0
3857,Dealer,0,0,3,1302.083333,1,1,"Kasba,Kolkata",22.519728,88.38573000000002,80.0
3858,Dealer,0,0,2,1225.186104,1,1,"Kaspate Vasti,Pune",18.52361,73.84778,79.0
3859,Dealer,0,0,2,1250.0,1,1,"Kaspate Vasti,Pune",18.52361,73.84778,79.9
3860,Dealer,0,0,2,1117.068811,1,1,"Kaspate Vasti,Pune",18.52361,73.84778,75.0
3861,Dealer,0,0,2,1050.068483,1,1,"Kaspate Vasti,Pune",18.52361,73.84778,69.0
3862,Dealer,0,1,2,954.8839247000003,1,1,"Kaspate Vasti,Pune",18.52361,73.84778,65.4
3863,Dealer,0,0,3,1510.366607,1,1,"Kaspate Vasti,Pune",18.52361,73.84778,110.0
3864,Dealer,0,0,2,1170.091324,1,1,"Kaspate Vasti,Pune",18.52361,73.84778,82.0
3865,Dealer,0,0,2,1200.0,1,1,"Kaspate Vasti,Pune",18.52361,73.84778,81.0
3866,Owner,0,0,2,953.0292716,1,1,"Kaspate Vasti,Pune",18.52361,73.84778,70.0
3867,Owner,0,1,2,1200.4175369999996,1,1,"Katara Hills,Bhopal",23.185756,77.498465,23.0
3868,Owner,0,0,3,1500.375094,1,1,"Katara Hills,Bhopal",23.185756,77.498465,40.0
3869,Owner,0,1,3,1050.0,1,1,"Katara Hills,Bhopal",23.185756,77.498465,21.0
3870,Owner,0,1,2,813.0081301,1,1,"Katara Hills,Bhopal",23.185756,77.498465,17.0
3871,Owner,0,0,3,1300.052002,1,1,"Katara Hills,Bhopal",23.185756,77.498465,25.0
3872,Dealer,0,1,3,1400.560224,1,1,"Katara Hills,Bhopal",23.185756,77.498465,30.0
3873,Dealer,0,0,2,965.1474531,1,1,"Katara Hills,Bhopal",23.185756,77.498465,18.0
3874,Owner,0,1,2,845.1957295,1,1,"Katara Hills,Bhopal",23.185756,77.498465,19.0
3875,Dealer,0,1,2,813.0081301,1,1,"Katara Hills,Bhopal",23.185756,77.498465,16.0
3876,Owner,0,1,3,1524.971407,1,1,"Katara Hills,Bhopal",23.185756,77.498465,40.0
3877,Owner,0,1,2,606.2992126,1,1,"Katara Hills,Bhopal",23.185756,77.498465,15.4
3878,Dealer,0,1,3,1217.920835,1,1,"Katara Hills,Bhopal",23.185756,77.498465,28.0
3879,Owner,0,1,2,715.2436299,1,1,"Katara Hills,Bhopal",23.185756,77.498465,16.0
3880,Dealer,0,1,2,823.0452675,1,1,"Katara Hills,Bhopal",23.185756,77.498465,16.0
3881,Owner,0,0,3,1200.192031,1,1,"Katara Hills,Bhopal",23.185756,77.498465,25.0
3882,Owner,0,1,4,2123.252201,1,1,"Katara Hills,Bhopal",23.185756,77.498465,41.0
3883,Builder,0,1,3,1307.317073,1,0,"Katara Hills,Bhopal",23.185756,77.498465,26.8
3884,Owner,0,1,2,850.2598016000002,1,1,"Katara Hills,Bhopal",23.185756,77.498465,18.0
3885,Owner,0,0,3,1550.0,1,1,"Katara Hills,Bhopal",23.185756,77.498465,31.0
3886,Owner,1,1,2,1050.420168,0,1,"Katara Hills,Bhopal",23.185756,77.498465,25.0
3887,Owner,0,0,1,677.2009029,1,1,"Katargam,Surat",21.232813,72.832454,21.0
3888,Owner,0,0,1,650.026001,1,1,"Katargam,Surat",21.232813,72.832454,25.0
3889,Owner,0,0,1,549.7272346,1,1,"Katargam,Surat",21.232813,72.832454,13.1
3890,Owner,0,0,2,930.0833868,1,1,"Katargam,Surat",21.232813,72.832454,29.0
3891,Owner,1,0,2,1000.0,0,1,"Katargam,Surat",21.232813,72.832454,30.0
3892,Owner,0,0,1,700.1647446000002,1,1,"Katargam,Surat",21.232813,72.832454,25.5
3893,Owner,0,0,2,959.7806216,1,1,"Katargam,Surat",21.232813,72.832454,31.5
3894,Dealer,0,0,2,797.0849465,1,1,"Kattupakkam,Chennai",13.042089,80.124264,35.0
3895,Dealer,0,0,2,820.035461,1,1,"Kattupakkam,Chennai",13.042089,80.124264,37.0
3896,Dealer,0,0,2,750.0551511,1,1,"Kattupakkam,Chennai",13.042089,80.124264,34.0
3897,Dealer,0,0,2,898.8235294,1,1,"Kattupakkam,Chennai",13.042089,80.124264,38.2
3898,Dealer,0,0,1,583.1212892000002,1,1,"Kattupakkam,Chennai",13.042089,80.124264,27.5
3899,Dealer,0,0,2,895.6171925000001,1,1,"Kattupakkam,Chennai",13.042089,80.124264,42.3
3900,Dealer,1,0,2,959.9232061,0,1,"Kattupakkam,Chennai",13.042089,80.124264,40.0
3901,Dealer,0,0,2,1072.483526,1,1,"Kattupakkam,Chennai",13.042089,80.124264,47.2
3902,Owner,0,0,1,590.1044031,1,1,"Kattupakkam,Chennai",13.042089,80.124264,26.0
3903,Dealer,0,0,2,868.8281416000002,1,1,"Kattupakkam,Chennai",13.042089,80.124264,41.0
3904,Dealer,0,0,2,896.0200042000001,1,1,"Kattupakkam,Chennai",13.042089,80.124264,43.0
3905,Dealer,0,0,2,1100.0,1,1,"Kattupakkam,Chennai",13.042089,80.124264,46.2
3906,Owner,0,0,3,1649.87843,1,1,"Kaushambi,Ghaziabad",28.638934000000006,77.32645699999998,95.0
3907,Owner,0,0,2,1030.07144,1,1,"Kaushambi,Ghaziabad",28.638934000000006,77.32645699999998,62.0
3908,Owner,0,0,2,1170.138076,1,1,"Kaushambi,Ghaziabad",28.638934000000006,77.32645699999998,50.0
3909,Owner,0,0,1,1162.582722,1,1,"Kaushambi,Ghaziabad",28.638934000000006,77.32645699999998,65.0
3910,Owner,0,0,2,850.0188893,1,1,"Kaushambi,Ghaziabad",28.638934000000006,77.32645699999998,45.0
3911,Owner,0,0,3,1660.038043,1,1,"Kaushambi,Ghaziabad",28.638934000000006,77.32645699999998,96.0
3912,Owner,0,0,2,1100.16044,1,1,"Kaushambi,Ghaziabad",28.638934000000006,77.32645699999998,48.0
3913,Owner,0,0,2,1350.135014,1,1,"Kaushambi,Ghaziabad",28.638934000000006,77.32645699999998,60.0
3914,Owner,0,0,2,990.0990099,1,1,"Kaushambi,Ghaziabad",28.638934000000006,77.32645699999998,60.0
3915,Owner,0,0,2,750.0551511,1,1,"Kengeri,Bangalore",12.919987,77.489265,34.0
3916,Owner,0,0,2,1000.0,1,1,"Kengeri,Bangalore",12.919987,77.489265,40.0
3917,Owner,0,0,1,739.9577167,1,1,"Kengeri,Bangalore",12.919987,77.489265,35.0
3918,Owner,0,0,2,963.1591621,1,1,"Kengeri,Bangalore",12.919987,77.489265,40.0
3919,Owner,0,0,3,1250.0,1,1,"Kengeri,Bangalore",12.919987,77.489265,54.0
3920,Owner,0,0,3,1344.743276,1,1,"Kengeri,Bangalore",12.919987,77.489265,55.0
3921,Owner,0,0,2,1230.180426,1,1,"Kengeri,Bangalore",12.919987,77.489265,45.0
3922,Builder,1,1,2,892.3076923,0,0,"Kengeri,Bangalore",12.919987,77.489265,34.8
3923,Builder,1,1,3,1179.487179,0,0,"Kengeri,Bangalore",12.919987,77.489265,46.0
3924,Dealer,0,0,3,1500.0,1,1,"Kengeri,Bangalore",12.919987,77.489265,78.0
3925,Owner,0,0,2,1400.180668,1,1,"Kengeri,Bangalore",12.919987,77.489265,62.0
3926,Dealer,0,1,2,1150.01465,1,1,"Keshav Nagar,Pune",27.16726,75.70950500000002,78.5
3927,Dealer,1,1,2,993.1122858,0,1,"Keshav Nagar,Pune",27.16726,75.70950500000002,62.0
3928,Dealer,0,0,3,1319.078034,1,1,"Keshav Nagar,Pune",27.16726,75.70950500000002,95.0
3929,Owner,0,0,1,625.0,1,1,"Keshav Nagar,Pune",27.16726,75.70950500000002,40.0
3930,Dealer,0,1,2,1075.129534,1,1,"Keshav Nagar,Pune",27.16726,75.70950500000002,83.0
3931,Dealer,1,1,2,1080.0,0,0,"Keshav Nagar,Pune",27.16726,75.70950500000002,70.2
3932,Dealer,0,1,3,1600.0,1,1,"Keshav Nagar,Pune",27.16726,75.70950500000002,120.0
3933,Dealer,0,1,1,602.0642202,1,1,"Keshav Nagar,Pune",27.16726,75.70950500000002,42.0
3934,Dealer,1,1,2,1081.081081,0,1,"Keshav Nagar,Pune",27.16726,75.70950500000002,70.0
